No,Zulu,Julday,Temp
23,2016-01-29 17:01:00+00:00,2457417.20902778,214.9
24,2016-01-29 17:02:00+00:00,2457417.20972222,216.05
25,2016-01-29 17:03:00+00:00,2457417.21041667,215.92
26,2016-01-29 17:04:00+00:00,2457417.21111111,215.07
27,2016-01-29 17:05:00+00:00,2457417.21180556,212.5
28,2016-01-29 17:06:00+00:00,2457417.2125,213.32
29,2016-01-29 17:07:00+00:00,2457417.21319444,217.62
30,2016-01-29 17:08:00+00:00,2457417.21388889,213.82
31,2016-01-29 17:09:00+00:00,2457417.21458333,214.25
32,2016-01-29 17:10:00+00:00,2457417.21527778,214.53
33,2016-01-29 17:11:00+00:00,2457417.21597222,213.85
34,2016-01-29 17:12:00+00:00,2457417.21666667,213.93
35,2016-01-29 17:13:00+00:00,2457417.21736111,213.27
36,2016-01-29 17:14:00+00:00,2457417.21805556,214.5
37,2016-01-29 17:15:00+00:00,2457417.21875,212.92
38,2016-01-29 17:16:00+00:00,2457417.21944444,211.4
39,2016-01-29 17:17:00+00:00,2457417.22013889,213.33
40,2016-01-29 17:18:00+00:00,2457417.22083333,212.3
41,2016-01-29 17:19:00+00:00,2457417.22152778,212.23
42,2016-01-29 17:20:00+00:00,2457417.22222222,213.02
43,2016-01-29 17:21:00+00:00,2457417.22291667,213.03
44,2016-01-29 17:22:00+00:00,2457417.22361111,212.52
45,2016-01-29 17:23:00+00:00,2457417.22430556,211.6
46,2016-01-29 17:24:00+00:00,2457417.225,212.75
47,2016-01-29 17:25:00+00:00,2457417.22569444,212.45
48,2016-01-29 17:26:00+00:00,2457417.22638889,211.37
49,2016-01-29 17:27:00+00:00,2457417.22708333,211.83
50,2016-01-29 17:28:00+00:00,2457417.22777778,213.42
51,2016-01-29 17:29:00+00:00,2457417.22847222,212.38
52,2016-01-29 17:30:00+00:00,2457417.22916667,209.67
53,2016-01-29 17:31:00+00:00,2457417.22986111,211.22
54,2016-01-29 17:32:00+00:00,2457417.23055556,211.4
55,2016-01-29 17:33:00+00:00,2457417.23125,209.38
56,2016-01-29 17:34:00+00:00,2457417.23194445,211.32
57,2016-01-29 17:35:00+00:00,2457417.23263889,209.05
58,2016-01-29 17:36:00+00:00,2457417.23333333,210.82
59,2016-01-29 17:37:00+00:00,2457417.23402778,211.25
60,2016-01-29 17:38:00+00:00,2457417.23472222,212.4
61,2016-01-29 17:39:00+00:00,2457417.23541667,208.68
62,2016-01-29 17:40:00+00:00,2457417.23611111,209.53
63,2016-01-29 17:41:00+00:00,2457417.23680556,210.82
64,2016-01-29 17:42:00+00:00,2457417.2375,208.25
65,2016-01-29 17:43:00+00:00,2457417.23819445,210.97
66,2016-01-29 17:44:00+00:00,2457417.23888889,206.73
67,2016-01-29 17:45:00+00:00,2457417.23958333,210.08
68,2016-01-29 17:46:00+00:00,2457417.24027778,207.6
69,2016-01-29 17:47:00+00:00,2457417.24097222,209.8
70,2016-01-29 17:48:00+00:00,2457417.24166667,208.8
71,2016-01-29 17:49:00+00:00,2457417.24236111,208.93
72,2016-01-29 17:50:00+00:00,2457417.24305556,208.75
73,2016-01-29 17:51:00+00:00,2457417.24375,207.98
74,2016-01-29 17:52:00+00:00,2457417.24444444,210.98
75,2016-01-29 17:53:00+00:00,2457417.24513889,208.33
76,2016-01-29 17:54:00+00:00,2457417.24583333,208.97
77,2016-01-29 17:55:00+00:00,2457417.24652778,209.72
78,2016-01-29 17:56:00+00:00,2457417.24722222,211.92
79,2016-01-29 17:57:00+00:00,2457417.24791667,206.15
80,2016-01-29 17:58:00+00:00,2457417.24861111,211.23
81,2016-01-29 17:59:00+00:00,2457417.24930556,210.25
82,2016-01-29 18:00:00+00:00,2457417.25,206.9
83,2016-01-29 18:01:00+00:00,2457417.25069444,207.55
84,2016-01-29 18:02:00+00:00,2457417.25138889,207.4
85,2016-01-29 18:03:00+00:00,2457417.25208333,207.22
86,2016-01-29 18:04:00+00:00,2457417.25277778,208.27
87,2016-01-29 18:05:00+00:00,2457417.25347222,207.33
88,2016-01-29 18:06:00+00:00,2457417.25416667,207.73
89,2016-01-29 18:07:00+00:00,2457417.25486111,206.17
90,2016-01-29 18:08:00+00:00,2457417.25555556,210.1
91,2016-01-29 18:09:00+00:00,2457417.25625,210.42
92,2016-01-29 18:10:00+00:00,2457417.25694444,207.1
93,2016-01-29 18:11:00+00:00,2457417.25763889,211.67
94,2016-01-29 18:12:00+00:00,2457417.25833333,206.92
95,2016-01-29 18:13:00+00:00,2457417.25902778,207.98
96,2016-01-29 18:14:00+00:00,2457417.25972222,206.12
97,2016-01-29 18:15:00+00:00,2457417.26041667,208.18
98,2016-01-29 18:16:00+00:00,2457417.26111111,209.15
99,2016-01-29 18:17:00+00:00,2457417.26180556,207.77
100,2016-01-29 18:18:00+00:00,2457417.2625,208.65
101,2016-01-29 18:19:00+00:00,2457417.26319445,207.63
102,2016-01-29 18:20:00+00:00,2457417.26388889,207.47
103,2016-01-29 18:21:00+00:00,2457417.26458333,206.4
104,2016-01-29 18:22:00+00:00,2457417.26527778,204.65
105,2016-01-29 18:23:00+00:00,2457417.26597222,207.7
106,2016-01-29 18:24:00+00:00,2457417.26666667,209.45
107,2016-01-29 18:25:00+00:00,2457417.26736111,205.45
108,2016-01-29 18:26:00+00:00,2457417.26805556,204.4
109,2016-01-29 18:27:00+00:00,2457417.26875,203.0
110,2016-01-29 18:28:00+00:00,2457417.26944445,209.27
111,2016-01-29 18:29:00+00:00,2457417.27013889,204.3
112,2016-01-29 18:30:00+00:00,2457417.27083333,205.02
113,2016-01-29 18:31:00+00:00,2457417.27152778,206.43
114,2016-01-29 18:32:00+00:00,2457417.27222222,206.68
115,2016-01-29 18:33:00+00:00,2457417.27291667,203.53
116,2016-01-29 18:34:00+00:00,2457417.27361111,208.45
