No,Zulu,Julday,Temp
28,2016-01-29 17:01:00+00:00,2457417.20902778,207.18
29,2016-01-29 17:02:00+00:00,2457417.20972222,203.45
30,2016-01-29 17:03:00+00:00,2457417.21041667,206.6
31,2016-01-29 17:04:00+00:00,2457417.21111111,210.15
32,2016-01-29 17:05:00+00:00,2457417.21180556,208.27
33,2016-01-29 17:06:00+00:00,2457417.2125,206.55
34,2016-01-29 17:07:00+00:00,2457417.21319444,207.6
35,2016-01-29 17:08:00+00:00,2457417.21388889,208.38
36,2016-01-29 17:09:00+00:00,2457417.21458333,208.62
37,2016-01-29 17:10:00+00:00,2457417.21527778,208.2
38,2016-01-29 17:11:00+00:00,2457417.21597222,212.05
39,2016-01-29 17:12:00+00:00,2457417.21666667,208.6
40,2016-01-29 17:13:00+00:00,2457417.21736111,209.08
41,2016-01-29 17:14:00+00:00,2457417.21805556,209.68
42,2016-01-29 17:15:00+00:00,2457417.21875,208.77
43,2016-01-29 17:16:00+00:00,2457417.21944444,210.63
44,2016-01-29 17:17:00+00:00,2457417.22013889,209.8
45,2016-01-29 17:18:00+00:00,2457417.22083333,207.5
46,2016-01-29 17:19:00+00:00,2457417.22152778,206.9
47,2016-01-29 17:20:00+00:00,2457417.22222222,209.7
48,2016-01-29 17:21:00+00:00,2457417.22291667,210.72
49,2016-01-29 17:22:00+00:00,2457417.22361111,209.8
50,2016-01-29 17:23:00+00:00,2457417.22430556,211.07
51,2016-01-29 17:24:00+00:00,2457417.225,213.7
52,2016-01-29 17:25:00+00:00,2457417.22569444,208.2
53,2016-01-29 17:26:00+00:00,2457417.22638889,208.7
54,2016-01-29 17:27:00+00:00,2457417.22708333,208.92
55,2016-01-29 17:28:00+00:00,2457417.22777778,209.2
56,2016-01-29 17:29:00+00:00,2457417.22847222,208.08
57,2016-01-29 17:30:00+00:00,2457417.22916667,211.05
58,2016-01-29 17:31:00+00:00,2457417.22986111,209.62
59,2016-01-29 17:32:00+00:00,2457417.23055556,209.95
60,2016-01-29 17:33:00+00:00,2457417.23125,209.15
61,2016-01-29 17:34:00+00:00,2457417.23194445,207.7
62,2016-01-29 17:35:00+00:00,2457417.23263889,208.67
63,2016-01-29 17:36:00+00:00,2457417.23333333,210.05
64,2016-01-29 17:37:00+00:00,2457417.23402778,206.88
65,2016-01-29 17:38:00+00:00,2457417.23472222,209.15
66,2016-01-29 17:39:00+00:00,2457417.23541667,212.2
67,2016-01-29 17:40:00+00:00,2457417.23611111,210.97
68,2016-01-29 17:41:00+00:00,2457417.23680556,207.88
69,2016-01-29 17:42:00+00:00,2457417.2375,210.45
70,2016-01-29 17:43:00+00:00,2457417.23819445,208.35
71,2016-01-29 17:44:00+00:00,2457417.23888889,205.22
72,2016-01-29 17:45:00+00:00,2457417.23958333,206.67
73,2016-01-29 17:46:00+00:00,2457417.24027778,207.95
74,2016-01-29 17:47:00+00:00,2457417.24097222,207.25
75,2016-01-29 17:48:00+00:00,2457417.24166667,209.4
76,2016-01-29 17:49:00+00:00,2457417.24236111,204.88
77,2016-01-29 17:50:00+00:00,2457417.24305556,205.85
78,2016-01-29 17:51:00+00:00,2457417.24375,205.7
79,2016-01-29 17:52:00+00:00,2457417.24444444,206.73
80,2016-01-29 17:53:00+00:00,2457417.24513889,209.8
81,2016-01-29 17:54:00+00:00,2457417.24583333,208.23
82,2016-01-29 17:55:00+00:00,2457417.24652778,210.9
83,2016-01-29 17:56:00+00:00,2457417.24722222,207.63
84,2016-01-29 17:57:00+00:00,2457417.24791667,203.55
85,2016-01-29 17:58:00+00:00,2457417.24861111,207.12
86,2016-01-29 17:59:00+00:00,2457417.24930556,209.8
87,2016-01-29 18:00:00+00:00,2457417.25,205.62
88,2016-01-29 18:01:00+00:00,2457417.25069444,213.77
89,2016-01-29 18:02:00+00:00,2457417.25138889,209.77
90,2016-01-29 18:03:00+00:00,2457417.25208333,209.03
91,2016-01-29 18:04:00+00:00,2457417.25277778,208.15
92,2016-01-29 18:05:00+00:00,2457417.25347222,206.07
93,2016-01-29 18:06:00+00:00,2457417.25416667,208.38
94,2016-01-29 18:07:00+00:00,2457417.25486111,208.85
95,2016-01-29 18:08:00+00:00,2457417.25555556,206.9
96,2016-01-29 18:09:00+00:00,2457417.25625,205.57
97,2016-01-29 18:10:00+00:00,2457417.25694444,204.05
98,2016-01-29 18:11:00+00:00,2457417.25763889,206.95
99,2016-01-29 18:12:00+00:00,2457417.25833333,202.7
100,2016-01-29 18:13:00+00:00,2457417.25902778,202.77
101,2016-01-29 18:14:00+00:00,2457417.25972222,204.73
102,2016-01-29 18:15:00+00:00,2457417.26041667,205.65
103,2016-01-29 18:16:00+00:00,2457417.26111111,205.27
